javaProg,pythonProg,dataStructure,softwareAnalysisDesign,intelligenceSystemDev,peer1,peer2,peer3,peer4,peer5,peer6,peer7,peer8,peer9,peer10,peer_mean,peer_std,peer_mean_graph,FinalExam
7,4,8,6,7,10,8,8,4,4,9,8,5,6,9,7.1,2.071231517720798,7.027315537923952,5.96337643407153
10,10,7,7,7,4,5,8,7,4,9,7,5,10,6,6.5,1.9621416870348585,7.013276831205313,8.282095268014857
9,7,8,6,9,10,10,10,5,6,5,10,4,10,4,7.4,2.65329983228432,7.025749107655789,8.077016695311778
7,5,5,6,10,9,10,7,5,10,5,10,7,10,8,8.1,1.9209372712298547,7.0221825912823235,6.5363005917213615
4,4,10,9,9,9,5,9,5,5,8,10,4,9,7,7.1,2.071231517720798,7.0459302223169615,6.559824953738844
9,4,5,4,8,9,10,8,6,6,8,10,8,4,9,7.8,1.8330302779823358,7.019325146197009,6.409704027376372
7,9,5,6,6,10,9,6,10,7,9,5,5,4,10,7.5,2.247220505424423,7.017924524817319,7.005765530317607
7,5,4,4,8,4,10,6,7,7,8,4,10,9,5,7.0,2.1447610589527217,7.029331040283589,5.6951702240968
8,4,6,9,6,9,5,6,5,9,9,7,10,7,4,7.1,1.972308292331602,7.02420062255536,6.831278429644298
8,7,4,8,8,9,10,6,5,4,8,8,10,5,5,7.0,2.1447610589527217,7.012179133253869,7.043067804804111
9,4,9,4,9,10,5,7,5,8,5,9,10,6,8,7.3,1.9000000000000001,7.0169919552043725,7.248774612673966
6,7,7,4,5,6,8,4,9,8,9,8,6,6,10,7.4,1.7435595774162693,7.026804729569937,5.946438952798262
10,8,8,4,9,8,8,7,9,9,9,9,4,4,5,7.2,1.9899748742132402,7.01478742420075,7.975932847554662
5,6,9,9,4,8,8,8,8,9,9,4,6,7,9,7.6,1.4966629547095764,7.03550724071215,7.010342917147623
4,8,4,4,4,9,10,9,6,6,4,9,10,7,8,7.8,1.8867962264113207,7.027384604573254,5.724199782666598
8,6,6,10,10,9,4,4,7,10,5,4,6,6,8,6.3,2.0518284528683193,7.028491166108749,7.268228599179278
4,10,8,6,9,4,10,8,4,7,9,10,4,10,5,7.1,2.5079872407968904,7.038307545916005,6.642178768280871
6,6,8,10,9,10,10,6,7,9,9,6,10,9,8,8.4,1.4966629547095764,7.0329903491749235,7.550138674633607
8,4,7,6,7,7,5,6,4,4,4,7,5,9,5,5.6,1.5620499351813308,7.015226550571535,6.2281180172829975
8,8,8,7,8,5,6,7,4,6,9,5,10,4,7,6.3,1.9000000000000001,7.0286503523959585,7.580300674700499
4,8,5,10,7,8,5,5,5,5,4,7,6,4,7,5.6,1.2806248474865698,7.037049449256452,6.726631622825227
5,8,4,6,9,6,5,7,5,10,7,9,8,5,5,6.7,1.7349351572897473,7.030137976012971,6.34160789993143
10,9,8,10,10,5,9,4,6,5,5,4,4,8,7,5.7,1.676305461424021,7.024871124967949,8.565224363894004
4,10,7,5,5,5,7,10,4,4,8,6,9,9,9,7.1,2.118962010041709,7.0199410540079175,6.311923170059871
5,7,9,4,10,4,5,8,6,10,9,8,4,9,6,6.9,2.071231517720798,7.019291331673925,6.81223733498123
7,5,8,6,10,10,7,10,6,10,5,9,9,7,10,8.3,1.7916472867168918,7.039476957011532,6.966311304454219
7,7,4,4,7,7,10,9,5,10,7,4,9,6,6,7.3,2.0024984394500787,7.017877090071314,6.733666445187143
5,6,10,4,10,5,4,7,10,9,6,6,6,6,8,6.7,1.7349351572897473,7.01342533624413,6.540208131332191
5,10,8,4,5,5,7,9,9,9,7,5,4,10,10,7.5,2.1095023109728985,7.0191683498791395,6.717952933384516
5,6,6,8,5,5,6,10,6,5,5,7,7,8,9,6.8,1.661324772583615,7.023919912000041,5.901784551655947
9,5,6,9,4,8,9,6,8,8,4,5,7,8,7,7.0,1.4832396974191326,7.022222216568258,6.895647412625719
4,10,7,6,7,9,8,9,8,10,6,4,9,5,5,7.3,2.0024984394500787,7.031678826984177,6.777040052935195
9,6,8,5,8,6,6,10,5,9,5,4,8,4,10,6.7,2.238302928559939,7.022024117974818,7.036757596596705
9,6,9,5,4,10,5,8,5,4,4,9,9,4,8,6.6,2.2891046284519194,7.009543562647683,7.041274194407751
4,9,7,6,6,10,9,9,7,7,9,5,8,6,9,7.9,1.5132745950421556,7.027647778923861,6.514050734532949
4,10,8,10,5,7,8,8,7,8,8,7,4,9,5,7.1,1.445683229480096,7.028004799245187,6.996663636403684
8,8,9,4,10,6,5,4,10,4,8,5,4,5,4,5.5,1.91049731745428,7.0402234571320035,7.269724165001157
10,4,10,4,9,6,4,5,8,5,7,5,6,9,6,6.1,1.445683229480096,7.019546235567982,6.913417202710135
7,8,9,6,5,6,4,6,5,9,10,8,10,6,5,6.9,2.071231517720798,7.0143790814407385,7.1134920209988035
7,6,8,10,4,4,4,8,8,5,8,8,4,5,9,6.3,1.9519221295943134,7.0293904157987015,6.731022727514466
8,9,5,9,7,8,5,6,4,9,4,4,7,5,6,5.8,1.661324772583615,7.015488972857267,7.962432559271773
7,5,6,6,7,8,6,5,4,7,5,9,9,5,8,6.6,1.7435595774162693,7.020944202995304,5.844334811535992
7,10,4,10,10,6,6,8,7,4,10,10,4,9,7,7.1,2.071231517720798,7.042769219934202,7.895008670776114
6,5,6,4,9,8,10,5,6,5,6,5,8,8,7,6.8,1.6,7.030600287678918,5.9524727574563485
7,7,4,10,5,5,5,7,7,8,8,9,5,8,10,7.2,1.661324772583615,7.019255144992664,6.792629696532701
7,8,10,7,8,8,5,7,5,10,4,5,4,5,10,6.3,2.1931712199461306,7.028795807838326,6.839227450741283
4,4,10,7,6,4,4,10,5,9,8,6,8,4,5,6.3,2.147091055358389,7.0263759013225595,6.139596622771709
8,5,7,5,7,5,5,5,9,6,7,4,6,8,7,6.2,1.4696938456699067,7.020325600877986,6.5654899291372715
6,6,10,10,6,7,5,6,8,5,5,10,10,10,9,7.5,2.0615528128088303,7.0340659285446945,6.885798711349128
9,6,4,4,9,4,7,8,7,6,4,5,4,5,10,6.0,1.8973665961010275,7.023942201213683,6.254351595531881
8,5,7,7,9,4,5,7,10,10,10,7,7,7,10,7.7,2.1,7.021178185481416,6.709069124625872
4,10,7,4,8,4,5,7,4,5,10,4,10,9,7,6.5,2.3345235059857505,7.042767288215129,6.299995267470737
5,8,9,6,6,6,4,7,8,5,9,7,8,4,4,6.2,1.7776388834631176,7.026982433726997,6.835737729393456
6,8,7,5,6,8,9,8,5,4,8,6,6,8,5,6.7,1.6155494421403513,7.025156666506199,6.37817210409147
9,9,6,6,5,4,6,8,10,8,7,8,5,6,7,6.9,1.6401219466856727,7.016336051915788,7.2649234511723115
6,5,9,6,8,6,6,5,8,5,8,7,5,5,10,6.5,1.6278820596099706,7.033929507083675,6.612645007188231
10,8,9,5,8,9,4,5,9,4,10,8,8,8,9,7.4,2.1071307505705477,7.01268656193083,8.011004205300214
5,8,8,5,7,9,4,8,6,5,9,9,9,4,8,7.1,2.0223748416156684,7.030392653222643,6.426602870544922
8,6,10,9,7,6,5,5,8,6,4,9,9,10,8,7.0,1.9493588689617927,7.0081967170563475,7.762642841288592
5,7,4,4,8,5,9,10,5,5,8,7,10,7,7,7.3,1.846618531261939,7.025822778881159,5.388579205070896
8,6,10,9,7,10,6,8,10,5,10,9,10,6,7,8.1,1.8681541692269403,7.007528836061003,7.866201218450166
4,8,9,7,8,4,6,6,8,9,6,10,9,8,10,7.6,1.9078784028338913,7.023533118597138,7.093058735314155
8,4,4,8,5,4,5,5,7,7,4,5,7,9,6,5.9,1.5132745950421556,7.021391298242267,5.777702562242951
8,9,8,6,10,8,10,7,4,10,5,4,8,8,4,6.8,2.2715633383201093,7.027824398303532,7.6914955366652125
6,6,5,5,8,7,7,5,9,5,6,9,10,6,5,6.9,1.7578395831246945,7.0239894976252,5.5877119886084206
6,5,4,8,9,9,9,6,4,7,9,10,10,9,6,7.9,1.9209372712298547,7.031791477950227,6.359072501935243
10,7,8,7,6,9,6,4,10,9,8,5,10,4,8,7.3,2.238302928559939,7.004430702213069,7.54886499926072
10,7,6,4,7,10,4,7,4,4,7,9,5,8,10,6.8,2.3151673805580453,7.014949923451394,7.508441543461292
10,8,6,8,10,6,5,10,4,6,7,5,9,8,5,6.5,1.857417562100671,7.026510872661956,8.04501298696372
5,6,7,6,8,5,9,6,7,9,10,7,9,5,7,7.4,1.6852299546352716,7.033766812989344,6.328327454504963
4,6,7,5,9,6,6,8,7,8,10,9,4,10,6,7.4,1.8547236990991407,7.025694439565491,6.281488238941786
4,5,6,8,10,5,6,4,5,7,7,10,6,5,9,6.4,1.8,7.0337338197470105,5.502381471718362
8,7,8,4,8,5,8,4,10,7,6,5,7,6,7,6.5,1.6278820596099706,7.02142856754074,6.903408167728137
7,9,6,10,6,6,7,9,8,4,7,4,7,10,5,6.7,1.9000000000000001,7.020145626808161,7.261155687102632
8,5,6,9,8,8,10,9,8,4,5,6,10,8,9,7.7,1.9519221295943134,7.017892536766877,6.914372814571807
10,7,9,8,9,10,5,5,4,9,5,5,6,4,4,5.7,2.0024984394500787,7.015949183474983,7.81710819479581
6,10,7,8,4,9,5,6,7,8,10,4,6,9,6,7.0,1.8439088914585775,7.024115039067761,7.011801005155505
7,4,9,5,7,5,8,4,7,5,4,10,9,4,6,6.2,2.08806130178211,7.037162624887779,5.845573547077316
9,4,6,6,5,10,8,7,8,6,7,7,5,7,4,6.9,1.57797338380595,7.0181428521298965,6.279140194093473
7,7,7,9,10,8,9,9,8,5,7,6,10,10,4,7.6,1.9595917942265424,7.03539164835026,7.860957158065356
10,5,7,9,6,5,10,7,9,6,7,5,6,10,6,7.1,1.8138357147217055,7.014314647525782,7.621606327409634
4,9,10,10,6,6,6,10,7,6,7,6,6,5,7,6.6,1.2806248474865698,7.0416983434199,7.882823078472498
6,4,6,5,4,9,7,8,10,9,5,7,5,9,5,7.4,1.8,7.02529357992295,5.4929183917919175
6,8,9,6,5,5,4,7,5,4,4,6,6,10,9,6.0,2.0,7.021409918004489,6.726076115538646
7,6,10,10,10,7,6,9,7,9,10,10,4,4,7,7.3,2.1,7.044209346275936,8.131586898069587
7,10,8,6,10,9,9,6,6,7,8,6,5,6,8,7.0,1.3416407864998738,7.031039749976268,7.51380270811448
4,7,8,4,4,9,4,4,9,4,6,10,4,10,8,6.8,2.5219040425836985,7.035564846197107,5.779332882406352
4,4,6,10,9,10,8,6,9,5,6,4,6,8,6,6.8,1.7776388834631178,7.042317371483226,5.863162597218683
6,6,8,8,10,6,5,8,7,7,8,7,4,7,4,6.3,1.4177446878757827,7.029915488997233,7.057141930234735
9,8,10,10,5,8,7,7,9,10,4,4,6,5,7,6.7,1.9000000000000001,7.016103372747412,8.3642599778427
9,8,9,6,6,9,5,10,10,9,5,7,10,9,4,7.8,2.2271057451320084,7.006355038336997,7.196664744734314
9,5,5,9,8,6,9,8,10,10,7,7,8,10,5,8.0,1.6733200530681511,7.022295509879749,7.288556932659662
7,5,4,6,9,6,5,8,8,6,8,8,10,9,10,7.8,1.6,7.034263228158608,6.387194813763978
4,9,10,6,6,6,7,5,7,7,9,5,7,6,5,6.4,1.2,7.039095016254214,6.284621704600855
5,5,4,10,9,4,9,7,8,5,4,8,4,7,8,6.4,1.8547236990991407,7.027657134825534,6.36455999671537
10,6,4,7,4,7,8,5,10,6,10,6,10,4,9,7.5,2.1095023109728985,6.996510461618632,7.35593962106088
8,4,10,8,8,8,7,9,5,5,5,6,7,5,5,6.2,1.4000000000000001,7.0359779991861915,6.781774656910777
8,7,4,10,4,10,4,8,8,8,9,10,10,4,6,7.7,2.1931712199461306,7.0089068754970585,7.404963318340258
7,6,5,10,10,9,4,5,7,9,9,5,5,7,8,6.8,1.8330302779823358,7.031873899271564,7.36535238150546
4,5,9,9,7,9,4,6,5,5,6,4,5,6,10,6.0,1.8973665961010275,7.033305982745444,5.78042474130132
9,10,9,6,6,5,8,8,5,10,5,8,10,5,10,7.4,2.1071307505705477,7.007681048275288,7.91335562958848
6,9,7,8,8,4,4,7,4,9,10,9,9,5,5,6.6,2.3323807579381204,7.027106064152276,7.302031534556301
5,8,8,6,6,6,10,9,9,4,8,10,8,10,10,8.4,1.9078784028338915,7.02545285321623,7.075129848894712
9,5,4,10,5,7,6,8,7,4,6,6,9,10,10,7.3,1.8466185312619385,7.014023724903966,7.21622415723877
5,7,9,7,5,5,10,10,10,9,4,10,9,6,9,8.2,2.181742422927143,7.022702100208916,6.412971331139633
5,5,8,10,10,10,7,9,8,4,4,6,9,6,6,6.9,1.9723082923316022,7.042198945505551,6.949801908930555
7,5,10,6,10,7,5,6,5,5,4,8,8,9,7,6.4,1.5620499351813308,7.039183312737462,6.195512685432586
9,9,10,6,9,7,8,9,10,8,9,9,9,9,4,8.2,1.5999999999999999,7.021267717246649,8.589282236646744
8,10,8,10,4,4,8,9,6,9,6,4,9,5,8,6.8,1.9390719429665317,7.030364799323642,7.795542413096571
4,4,9,8,8,9,7,6,10,10,9,5,6,5,10,7.7,2.0024984394500787,7.027681020139612,5.854781145331167
8,6,8,6,4,8,10,8,8,4,10,10,5,9,7,7.9,1.972308292331602,7.0071664790478705,6.670583700212336
4,9,10,4,10,7,8,7,6,5,5,5,6,9,4,6.2,1.4696938456699067,7.037611395654882,6.3094928775207455
10,9,5,5,7,6,5,5,10,5,9,7,4,6,5,6.2,1.8330302779823358,7.011520370680626,7.402254926233778
9,7,7,5,9,10,10,8,4,10,8,4,5,4,4,6.7,2.6095976701399777,7.022787606735184,7.501558905678106
5,7,9,7,8,5,9,10,8,9,8,7,10,8,8,8.2,1.4,7.032496303775238,6.430553987379168
10,9,9,10,7,4,7,5,5,6,7,4,6,6,5,5.5,1.02469507659596,7.012855734040379,8.518884719919308
8,6,10,5,7,8,4,7,6,4,5,6,6,9,5,6.0,1.5491933384829668,7.024548282227697,6.7969325055378595
10,10,9,5,5,9,5,5,9,10,4,4,10,4,8,6.8,2.4819347291981715,7.000782115082925,8.038242081613692
5,10,6,4,7,6,4,8,6,4,5,10,7,4,7,6.1,1.8681541692269403,7.02542807617686,6.288883004243908
4,10,4,10,4,4,5,10,10,7,8,5,7,7,9,7.2,1.98997487421324,7.014139329889059,6.882634395959281
5,8,5,5,9,9,5,5,5,6,8,4,9,10,10,7.1,2.2113344387495983,7.029693736997541,6.660557886085121
9,4,10,5,4,7,9,4,5,10,9,8,8,6,9,7.5,1.857417562100671,7.013181807555786,6.854377963403328
9,8,7,4,8,5,7,6,5,6,9,4,10,9,5,6.6,1.9595917942265426,7.0253390832149565,7.024134851061072
7,6,4,4,6,7,7,5,6,8,5,10,9,7,4,6.8,1.7776388834631176,7.020796454999411,6.330845401883396
6,4,6,5,7,7,8,7,8,10,5,7,6,9,6,7.3,1.4177446878757827,7.031102845705634,5.4517455164856665
7,7,5,10,6,9,7,10,7,9,10,4,10,7,4,7.7,2.193171219946131,7.01182919387661,7.3392979876171065
8,6,4,9,7,4,9,4,4,5,10,6,4,6,4,5.6,2.1071307505705477,7.003792044645996,7.0377062653694855
6,8,4,5,10,6,7,7,6,10,4,5,10,6,10,7.1,2.0712315177207983,7.038873744742166,7.0986455212183515
5,8,4,7,6,8,5,8,6,4,10,10,8,10,6,7.5,2.0615528128088303,7.020169077886375,6.540212393370506
4,10,5,10,10,5,4,8,10,6,4,4,7,4,6,5.8,1.9390719429665317,7.031046918716522,6.950483291686397
8,8,6,8,8,5,9,7,6,6,6,8,10,8,5,7.0,1.61245154965971,7.02287581412465,7.7654762300157145
4,7,6,4,7,6,10,8,8,8,5,5,6,7,6,6.9,1.5132745950421556,7.015680679247554,5.592080272303855
10,4,9,4,8,8,9,10,8,4,9,9,10,6,8,8.1,1.7578395831246947,7.014054717644211,7.369200123442813
7,6,6,7,8,8,7,4,6,5,6,9,6,7,6,6.4,1.3564659966250536,7.022971945783551,6.707349902404259
5,4,8,9,10,7,9,7,10,10,8,5,9,7,4,7.6,1.9078784028338913,7.036814884139798,6.969448634024077
7,4,6,10,5,9,4,5,7,9,9,5,8,4,9,6.9,2.071231517720798,7.0223051351390495,6.45551181719719
9,6,7,4,7,6,4,7,5,4,6,10,6,5,5,5.8,1.661324772583615,7.013495834118018,6.838326761039128
10,4,8,5,8,10,4,7,8,6,5,8,8,8,7,7.1,1.6401219466856727,7.017256630958178,6.845266127272842
8,7,10,5,4,5,6,5,4,6,5,6,4,9,6,5.6,1.3564659966250536,7.00633019075592,6.984138198487385
4,9,6,9,9,9,8,10,7,4,6,4,8,9,7,7.2,1.9390719429665317,7.029601984220894,6.463730333837544
4,7,8,10,8,4,9,8,8,8,10,9,6,5,4,7.1,2.071231517720798,7.0303846099766245,7.005343785241377
8,5,4,10,7,10,5,8,5,9,8,10,8,7,7,7.7,1.676305461424021,7.010101004200253,7.129694291499941
5,6,7,9,7,10,9,9,5,10,4,10,5,9,4,7.5,2.5,7.033136673041719,6.605535628856168
7,8,7,9,9,10,5,6,6,4,7,4,5,8,6,6.1,1.7578395831246947,7.036971150462998,6.953289017632008
4,7,8,7,6,8,6,5,6,4,8,9,8,5,9,6.8,1.7204650534085253,7.030366488465775,6.028170852137309
6,8,4,4,9,8,10,5,10,7,4,6,10,6,6,7.2,2.0880613017821097,7.033422215970289,6.644570034139826
9,5,8,7,10,7,4,8,10,8,4,9,4,6,8,6.8,2.08806130178211,7.037822744565372,7.173256355703803
8,5,9,8,8,4,8,4,5,10,6,4,7,4,5,5.7,1.9519221295943134,7.022447913009143,6.657959980942913
9,5,9,4,7,7,7,4,5,7,10,6,9,6,8,6.9,1.7,7.008770486058388,6.4979842907107495
9,5,6,4,6,8,5,7,6,6,9,5,10,7,5,6.8,1.6613247725836149,7.0160803969733765,6.651579248468069
10,9,4,7,9,4,6,5,5,9,10,4,8,6,9,6.6,2.1071307505705477,7.029406030156373,8.01717760321385
7,8,6,4,7,10,10,5,6,8,10,5,10,4,10,7.8,2.4,7.022263154198808,7.023145524990519
5,7,5,9,4,6,10,10,9,4,8,8,6,8,7,7.6,1.8,7.0255615747284565,6.491808003163644
7,10,7,10,4,9,6,10,7,8,10,6,7,8,5,7.6,1.624807680927192,7.02342341639297,7.559416036443602
7,5,7,6,9,5,4,5,7,9,5,6,6,6,5,5.8,1.32664991614216,7.0382770401183095,6.878516314450596
8,5,6,10,9,10,5,4,9,10,9,10,10,8,4,7.9,2.4269322199023193,7.031959503230688,7.279229966727995
4,5,8,9,10,7,6,5,8,8,10,5,4,8,9,7.0,1.8439088914585775,7.038622122089123,6.2694167221361905
8,4,4,10,5,4,5,10,4,10,9,6,10,10,5,7.3,2.570992026436488,7.016331352643394,6.596578911827416
10,7,4,9,7,9,5,9,9,8,8,8,6,6,9,7.7,1.4177446878757827,7.018429746265758,7.90517305501866
6,8,7,8,10,7,5,8,5,10,9,4,9,6,7,7.0,1.8973665961010275,7.028680893799299,7.531638999980263
7,10,6,4,6,4,5,6,8,4,6,5,9,5,4,5.6,1.624807680927192,7.024907879863738,6.591484374189111
4,10,4,8,9,4,9,4,7,8,6,9,5,5,8,6.5,1.857417562100671,7.0316708141749755,7.101785549799411
6,7,6,8,4,4,4,5,8,5,4,9,6,4,9,5.8,1.98997487421324,7.020215049989133,6.074239444222539
8,5,5,7,8,6,10,7,8,9,7,4,10,8,9,7.8,1.7776388834631176,7.019869539879645,6.523696475172986
10,7,10,7,5,10,4,8,8,4,4,10,10,9,8,7.5,2.4186773244895647,7.006808853973086,7.330344319336684
7,5,4,10,8,9,10,8,9,4,4,5,10,9,5,7.3,2.3685438564654024,7.0254684778317955,6.735121246016085
7,5,6,10,7,5,7,8,6,7,10,8,6,5,6,6.8,1.469693845669907,7.018808958125705,7.071533094476587
9,4,4,6,5,4,10,4,9,8,7,10,5,10,8,7.5,2.29128784747792,7.010931166992985,6.405000436406982
7,10,5,4,5,5,4,10,7,7,4,6,7,6,5,6.1,1.7,7.016714415456815,6.623109299134729
4,5,6,8,6,7,9,4,10,6,9,5,5,7,7,6.9,1.8681541692269403,7.040769226255914,5.5884921038614905
6,8,8,7,10,9,8,8,7,8,4,9,4,8,7,7.2,1.7204650534085253,7.023462162752606,7.619325292205794
10,7,6,6,4,4,5,10,7,9,6,6,7,8,4,6.6,1.9078784028338913,6.997375881562144,7.077200344640968
4,10,7,9,9,4,7,5,9,8,5,7,7,5,6,6.3,1.4866068747318506,7.035555548757917,7.283066269181302
7,4,10,10,4,7,9,10,8,5,6,5,6,6,9,7.1,1.7,7.04984893194887,6.501571693304924
9,5,5,4,5,8,7,6,7,8,7,9,9,4,9,7.4,1.4966629547095764,7.010909084535539,5.7824003153023655
8,7,7,4,6,6,8,9,5,8,6,8,9,5,4,6.8,1.7204650534085253,7.017619538972132,6.812539614180393
9,4,5,9,6,6,10,6,8,10,10,7,10,7,10,8.4,1.6852299546352716,7.012241647844003,7.668019998722676
5,10,8,5,8,5,4,4,10,8,8,7,9,4,9,6.8,2.227105745132009,7.036991273955674,6.983608410273338
9,8,9,9,9,4,9,9,4,5,5,8,9,9,9,7.1,2.1656407827707715,7.018255028846812,8.536757356751655
9,9,5,9,5,9,9,7,6,9,7,5,9,5,8,7.4,1.5620499351813308,7.031443683271773,8.007217387186886
9,8,10,9,6,6,4,6,9,9,6,6,8,10,5,6.9,1.8681541692269403,7.019219648107494,8.123314447202192
9,9,8,7,8,4,10,6,4,6,5,4,10,7,5,6.1,2.1656407827707715,7.021591481489307,7.481802394980533
6,7,4,4,6,10,4,6,10,6,5,5,10,6,4,6.6,2.33238075793812,7.022655658647667,5.920533292433646
8,5,6,10,7,10,7,8,5,6,4,5,4,5,6,6.0,1.7888543819998317,7.019878783624314,7.356231821907019
7,9,4,7,6,4,6,4,5,8,8,10,7,7,10,6.9,2.071231517720798,7.019965373906539,7.031249660851763
7,6,5,9,4,10,9,6,4,7,5,10,8,4,9,7.2,2.227105745132009,7.022101690154509,6.480910461998016
7,6,8,4,5,8,10,4,10,7,7,6,9,4,9,7.4,2.1071307505705477,7.022688035127812,6.329916997909439
6,10,10,9,9,5,9,10,10,7,6,10,7,8,7,7.9,1.7,7.021019763765851,8.204746223646511
5,5,9,7,7,4,6,10,4,5,5,7,6,9,6,6.2,1.8867962264113207,7.029654399649026,6.436030887781152
6,8,6,8,5,6,6,7,4,7,9,4,9,8,8,6.8,1.7204650534085253,7.022424791694432,6.761058160149056
4,6,6,8,5,10,10,4,7,9,9,10,10,5,9,8.3,2.1,7.033354346132808,6.195527998306966
5,10,8,5,9,7,5,7,6,9,6,8,8,4,9,6.9,1.57797338380595,7.038377920536473,7.314808808054203
7,10,9,4,6,10,5,6,7,9,4,7,6,9,10,7.3,2.0024984394500787,7.0313252951537635,7.401575050014545
10,4,6,7,5,6,9,9,6,6,7,4,6,8,4,6.5,1.6881943016134133,7.023773892748315,6.7323713259766595
9,8,9,7,4,8,7,6,4,10,6,9,6,10,4,7.0,2.0976176963403033,7.007407402601231,7.14292912207597
8,5,7,8,7,6,6,5,5,4,4,9,9,6,8,6.2,1.7776388834631176,7.020479299773219,6.927210210105787
7,5,10,6,8,4,10,6,8,5,9,10,4,6,5,6.7,2.238302928559939,7.041461873319809,6.9526726250320605
5,7,5,10,6,7,5,6,9,8,10,10,7,10,7,7.9,1.7,7.0232336908809545,6.325256782667483
9,8,6,4,8,9,7,4,6,10,7,5,8,6,9,7.1,1.8138357147217055,7.0199873051903605,7.305234282287847
6,7,8,8,5,10,5,4,7,5,6,10,5,4,8,6.4,2.154065922853802,7.021565992384088,6.6310464675450005
7,4,9,10,6,7,6,10,7,7,9,7,5,5,8,7.1,1.5132745950421556,7.032328302317983,6.3498606865692215
5,6,4,4,8,4,10,10,6,5,7,4,6,10,6,6.8,2.2715633383201093,7.029261856740544,5.616430031012486
10,4,6,7,7,6,10,6,8,6,4,5,4,7,9,6.5,1.91049731745428,7.0186797703520485,7.251154707814131
8,9,6,6,4,8,8,7,10,4,4,7,10,9,6,7.3,2.051828452868319,7.011248450549289,7.075342956970372
10,6,5,9,4,10,6,5,4,4,7,7,6,10,4,6.3,2.147091055358389,7.000483552223902,6.6434470451636
5,8,7,8,7,4,8,5,5,6,9,10,4,8,10,6.9,2.2561028345356955,7.026924728160457,6.838223455665505
8,6,5,7,4,4,7,10,6,10,9,10,10,10,5,8.1,2.2561028345356955,7.031294532641749,6.90307308096517
5,4,5,5,8,4,9,6,5,4,8,6,4,5,5,5.6,1.624807680927192,7.029696466751686,5.022157701201406
7,7,10,5,6,8,6,6,9,4,9,5,5,10,8,7.0,1.9493588689617927,7.017844307174945,6.768372642237773
6,4,4,8,5,8,6,9,5,10,4,10,7,4,8,7.1,2.1656407827707715,7.027486904862576,5.640624823690781
4,4,9,5,8,4,5,9,10,6,9,7,6,7,7,7.0,1.7888543819998317,7.0225263083973415,5.609065405905047
4,8,7,8,6,5,5,8,8,7,9,8,5,8,7,7.0,1.4142135623730951,7.035648892280209,6.355845939415136
6,8,6,7,5,10,6,9,9,4,8,9,10,10,5,8.0,2.0976176963403033,7.019118939639155,7.050682354064623
6,6,8,7,10,6,5,8,7,10,10,4,4,10,6,7.0,2.280350850198276,7.036804794418318,7.186078159757925
10,10,10,5,8,9,9,10,9,4,7,9,5,10,9,8.1,1.9723082923316022,7.027889438407174,8.38390109239198
8,9,7,10,5,7,10,6,6,4,7,5,7,5,5,6.2,1.6,7.0302212952764735,8.055919253402754
7,10,5,7,8,7,10,8,7,10,5,10,10,9,6,8.2,1.7776388834631176,7.016598714608854,7.196990472635147
8,4,6,10,9,6,4,6,8,5,7,7,8,6,5,6.2,1.2489995996796797,7.032602973678694,6.833646675581399
7,9,4,6,7,6,10,4,6,4,7,5,9,10,4,6.5,2.29128784747792,7.016908769891394,6.934385757013716
5,10,6,8,4,6,10,6,10,7,8,10,9,8,6,8.0,1.61245154965971,7.016986056605413,6.9595956995322155
6,10,6,10,8,8,10,9,9,5,8,5,6,6,6,7.2,1.7204650534085253,7.009048718477146,7.798077193995301
7,5,8,5,7,7,8,4,9,4,6,10,10,8,10,7.6,2.2,7.027017713077254,6.493421145329436
6,5,4,4,10,5,4,10,6,4,4,9,4,6,9,6.1,2.2561028345356955,7.036118242884166,5.550650429249221
8,7,10,8,8,6,7,10,7,10,7,4,8,6,7,7.2,1.7204650534085253,7.0210869527059305,8.075944604046848
10,9,8,9,4,8,7,10,7,8,7,4,4,9,4,6.8,2.039607805437114,7.014697113192956,8.31040898605508
4,8,4,7,9,5,9,7,5,6,8,6,5,4,10,6.5,1.857417562100671,7.04328097116642,6.176838192023812
9,8,4,5,10,7,9,10,10,7,4,7,8,10,8,8.0,1.7888543819998317,7.023511286423499,7.711744199074256
10,9,8,8,7,8,6,4,8,5,8,9,6,5,10,6.9,1.8681541692269403,7.015059112000583,8.424882663522117
6,6,9,10,7,4,4,9,10,8,5,9,5,8,10,7.2,2.3151673805580453,7.024510998151278,7.073416627581954
7,7,9,6,10,8,7,7,8,6,9,7,8,5,9,7.4,1.2,7.0335923448693425,7.298942956585892
7,10,4,8,8,10,7,10,6,9,9,4,5,6,6,7.2,2.0396078054371136,7.014552233571228,7.210129066387567
10,5,5,9,9,10,6,5,6,4,7,5,6,8,7,6.4,1.624807680927192,7.0353715832216634,7.346208898395748
8,4,6,6,9,10,9,5,8,9,8,6,5,10,6,7.6,1.8547236990991407,7.020605275582355,6.570650407987438
4,9,6,10,9,9,10,4,8,4,9,6,10,10,10,8.0,2.32379000772445,7.043221195674596,7.275660048547865
7,10,9,8,9,7,8,7,5,8,4,7,9,5,8,6.8,1.5362291495737217,7.020948331903081,7.835265069355756
8,4,6,10,10,10,9,5,4,10,9,8,5,6,8,7.4,2.1071307505705477,7.032893281591977,7.285114186675611
5,5,6,5,10,8,10,8,10,8,6,9,9,9,4,8.1,1.7578395831246945,7.0303080707491175,5.961823545662769
